Year,RU,F_System,State,Mileage,Lane_Miles,VMT,Fatalities
1997,Urban,Other Freeway and Expressway,Alabama,20,94,408000000,4
1997,Urban,Other Freeway and Expressway,Alaska,0,0,0,0
1997,Urban,Other Freeway and Expressway,Arizona,96,556,2484000000,24
1997,Urban,Other Freeway and Expressway,Arkansas,108,415,883000000,11
1997,Urban,Other Freeway and Expressway,California,1399,7873,43913000000,295
1997,Urban,Other Freeway and Expressway,Colorado,230,962,3180000000,35
1997,Urban,Other Freeway and Expressway,Connecticut,197,832,2923000000,11
1997,Urban,Other Freeway and Expressway,Delaware,11,47,115000000,3
1997,Urban,Other Freeway and Expressway,District of Columbia,17,78,342000000,2
1997,Urban,Other Freeway and Expressway,Florida,404,1857,6837000000,62
1997,Urban,Other Freeway and Expressway,Georgia,161,747,2641000000,19
1997,Urban,Other Freeway and Expressway,Hawaii,34,142,610000000,7
1997,Urban,Other Freeway and Expressway,Idaho,0,0,0,1
1997,Urban,Other Freeway and Expressway,Illinois,75,318,871000000,7
1997,Urban,Other Freeway and Expressway,Indiana,134,522,1137000000,16
1997,Urban,Other Freeway and Expressway,Iowa,0,0,0,0
1997,Urban,Other Freeway and Expressway,Kansas,135,552,1154000000,16
1997,Urban,Other Freeway and Expressway,Kentucky,91,358,783000000,4
1997,Urban,Other Freeway and Expressway,Louisiana,46,209,664000000,12
1997,Urban,Other Freeway and Expressway,Maine,18,71,149000000,8
1997,Urban,Other Freeway and Expressway,Maryland,236,1040,3827000000,25
1997,Urban,Other Freeway and Expressway,Massachusetts,204,872,3491000000,18
1997,Urban,Other Freeway and Expressway,Michigan,221,1007,4140000000,34
1997,Urban,Other Freeway and Expressway,Minnesota,142,609,2745000000,11
1997,Urban,Other Freeway and Expressway,Mississippi,43,172,229000000,1
1997,Urban,Other Freeway and Expressway,Missouri,288,937,2862000000,37
1997,Urban,Other Freeway and Expressway,Montana,0,0,0,0
1997,Urban,Other Freeway and Expressway,Nebraska,17,63,205000000,0
1997,Urban,Other Freeway and Expressway,Nevada,42,200,761000000,34
1997,Urban,Other Freeway and Expressway,New Hampshire,40,172,630000000,5
1997,Urban,Other Freeway and Expressway,New Jersey,312,1699,8233000000,48
1997,Urban,Other Freeway and Expressway,New Mexico,3,6,2000000,0
1997,Urban,Other Freeway and Expressway,New York,826,3785,14966000000,149
1997,Urban,Other Freeway and Expressway,North Carolina,282,1102,3319000000,17
1997,Urban,Other Freeway and Expressway,North Dakota,0,0,0,2
1997,Urban,Other Freeway and Expressway,Ohio,380,1601,4281000000,19
1997,Urban,Other Freeway and Expressway,Oklahoma,134,581,1821000000,26
1997,Urban,Other Freeway and Expressway,Oregon,52,220,1141000000,7
1997,Urban,Other Freeway and Expressway,Pennsylvania,484,1944,5550000000,38
1997,Urban,Other Freeway and Expressway,Rhode Island,68,284,719000000,6
1997,Urban,Other Freeway and Expressway,South Carolina,68,265,686000000,11
1997,Urban,Other Freeway and Expressway,South Dakota,3,10,20000000,0
1997,Urban,Other Freeway and Expressway,Tennessee,113,471,1266000000,15
1997,Urban,Other Freeway and Expressway,Texas,1180,5377,18984000000,203
1997,Urban,Other Freeway and Expressway,Utah,8,30,104000000,0
1997,Urban,Other Freeway and Expressway,Vermont,19,55,64000000,1
1997,Urban,Other Freeway and Expressway,Virginia,220,991,3498000000,9
1997,Urban,Other Freeway and Expressway,Washington,313,1203,4280000000,24
1997,Urban,Other Freeway and Expressway,West Virginia,9,35,59000000,3
1997,Urban,Other Freeway and Expressway,Wisconsin,177,804,2586000000,16
1997,Urban,Other Freeway and Expressway,Wyoming,3,12,9000000,0
1997,Urban,Other Principal Arterial,Alabama,985,3366,6703000000,132
1997,Urban,Other Principal Arterial,Alaska,57,217,411000000,1
1997,Urban,Other Principal Arterial,Arizona,1028,4436,9559000000,216
1997,Urban,Other Principal Arterial,Arkansas,582,1786,2687000000,35
1997,Urban,Other Principal Arterial,California,5836,22576,52861000000,809
1997,Urban,Other Principal Arterial,Colorado,843,3125,6549000000,83
1997,Urban,Other Principal Arterial,Connecticut,605,1626,3364000000,56
1997,Urban,Other Principal Arterial,Delaware,134,510,1282000000,24
1997,Urban,Other Principal Arterial,District of Columbia,98,473,1041000000,0
1997,Urban,Other Principal Arterial,Florida,2683,11111,28610000000,651
1997,Urban,Other Principal Arterial,Georgia,1758,5892,11423000000,184
1997,Urban,Other Principal Arterial,Hawaii,136,463,1276000000,20
1997,Urban,Other Principal Arterial,Idaho,234,752,1236000000,6
1997,Urban,Other Principal Arterial,Illinois,2606,8707,19185000000,230
1997,Urban,Other Principal Arterial,Indiana,1551,4361,11028000000,107
1997,Urban,Other Principal Arterial,Iowa,717,2925,2897000000,42
1997,Urban,Other Principal Arterial,Kansas,650,2162,2940000000,28
1997,Urban,Other Principal Arterial,Kentucky,639,2117,4413000000,39
1997,Urban,Other Principal Arterial,Louisiana,838,3090,5548000000,107
1997,Urban,Other Principal Arterial,Maine,176,454,939000000,0
1997,Urban,Other Principal Arterial,Maryland,852,3290,7856000000,67
1997,Urban,Other Principal Arterial,Massachusetts,1554,3936,10225000000,120
1997,Urban,Other Principal Arterial,Michigan,1977,7649,16499000000,259
1997,Urban,Other Principal Arterial,Minnesota,552,1839,3313000000,36
1997,Urban,Other Principal Arterial,Mississippi,630,2039,3496000000,0
1997,Urban,Other Principal Arterial,Missouri,1119,2593,7043000000,104
1997,Urban,Other Principal Arterial,Montana,174,536,802000000,5
1997,Urban,Other Principal Arterial,Nebraska,419,1422,2492000000,28
1997,Urban,Other Principal Arterial,Nevada,240,905,2041000000,19
1997,Urban,Other Principal Arterial,New Hampshire,172,405,924000000,8
1997,Urban,Other Principal Arterial,New Jersey,1305,4319,12878000000,190
1997,Urban,Other Principal Arterial,New Mexico,523,2135,3373000000,48
1997,Urban,Other Principal Arterial,New York,2516,7705,18523000000,276
1997,Urban,Other Principal Arterial,North Carolina,1360,4459,9122000000,70
1997,Urban,Other Principal Arterial,North Dakota,164,517,597000000,0
1997,Urban,Other Principal Arterial,Ohio,1986,6444,12381000000,172
1997,Urban,Other Principal Arterial,Oklahoma,802,2854,4339000000,58
1997,Urban,Other Principal Arterial,Oregon,657,2000,4044000000,77
1997,Urban,Other Principal Arterial,Pennsylvania,2268,6756,15257000000,226
1997,Urban,Other Principal Arterial,Rhode Island,329,890,1839000000,21
1997,Urban,Other Principal Arterial,South Carolina,697,2600,5098000000,16
1997,Urban,Other Principal Arterial,South Dakota,118,409,484000000,4
1997,Urban,Other Principal Arterial,Tennessee,1308,4726,9878000000,183
1997,Urban,Other Principal Arterial,Texas,5026,18373,30456000000,393
1997,Urban,Other Principal Arterial,Utah,272,1027,2367000000,2
1997,Urban,Other Principal Arterial,Vermont,97,228,450000000,1
1997,Urban,Other Principal Arterial,Virginia,1129,4189,9474000000,100
1997,Urban,Other Principal Arterial,Washington,1094,3471,7164000000,93
1997,Urban,Other Principal Arterial,West Virginia,203,623,1299000000,19
1997,Urban,Other Principal Arterial,Wisconsin,1320,4179,6807000000,51
1997,Urban,Other Principal Arterial,Wyoming,204,635,650000000,4
1997,Urban,Minor Arterial,Alabama,1987,5114,5156000000,116
1997,Urban,Minor Arterial,Alaska,203,516,693000000,10
1997,Urban,Minor Arterial,Arizona,1275,4185,5691000000,108
1997,Urban,Minor Arterial,Arkansas,1058,2407,2092000000,12
1997,Urban,Minor Arterial,California,10270,30194,41121000000,451
1997,Urban,Minor Arterial,Colorado,1426,3922,4137000000,35
1997,Urban,Minor Arterial,Connecticut,1482,3193,4160000000,65
1997,Urban,Minor Arterial,Delaware,159,428,759000000,9
1997,Urban,Minor Arterial,District of Columbia,156,530,693000000,0
1997,Urban,Minor Arterial,Florida,3017,9348,16289000000,261
1997,Urban,Minor Arterial,Georgia,2933,7500,10859000000,166
1997,Urban,Minor Arterial,Hawaii,119,321,641000000,14
1997,Urban,Minor Arterial,Idaho,489,1142,1157000000,8
1997,Urban,Minor Arterial,Illinois,3822,9969,15556000000,140
1997,Urban,Minor Arterial,Indiana,2418,5383,7117000000,59
1997,Urban,Minor Arterial,Iowa,1358,3860,2756000000,23
1997,Urban,Minor Arterial,Kansas,1072,2754,2650000000,23
1997,Urban,Minor Arterial,Kentucky,1165,2674,4082000000,45
1997,Urban,Minor Arterial,Louisiana,1611,3673,4562000000,89
1997,Urban,Minor Arterial,Maine,280,629,901000000,13
1997,Urban,Minor Arterial,Maryland,1194,3238,5374000000,64
1997,Urban,Minor Arterial,Massachusetts,3106,6296,7766000000,83
1997,Urban,Minor Arterial,Michigan,3402,8851,12596000000,170
1997,Urban,Minor Arterial,Minnesota,2100,5484,7039000000,67
1997,Urban,Minor Arterial,Mississippi,667,1533,1631000000,4
1997,Urban,Minor Arterial,Missouri,1737,4311,4705000000,62
1997,Urban,Minor Arterial,Montana,219,468,441000000,5
1997,Urban,Minor Arterial,Nebraska,539,1316,1527000000,11
1997,Urban,Minor Arterial,Nevada,557,2111,3422000000,74
1997,Urban,Minor Arterial,New Hampshire,432,929,1416000000,8
1997,Urban,Minor Arterial,New Jersey,3081,6753,8878000000,141
1997,Urban,Minor Arterial,New Mexico,322,925,1046000000,20
1997,Urban,Minor Arterial,New York,5001,12075,19134000000,195
1997,Urban,Minor Arterial,North Carolina,2323,5787,7507000000,96
1997,Urban,Minor Arterial,North Dakota,266,622,443000000,0
1997,Urban,Minor Arterial,Ohio,3568,8869,11689000000,159
1997,Urban,Minor Arterial,Oklahoma,1920,4581,4835000000,65
1997,Urban,Minor Arterial,Oregon,1018,2360,2801000000,27
1997,Urban,Minor Arterial,Pennsylvania,3297,7092,10894000000,136
1997,Urban,Minor Arterial,Rhode Island,356,768,881000000,18
1997,Urban,Minor Arterial,South Carolina,996,2752,3929000000,13
1997,Urban,Minor Arterial,South Dakota,285,719,576000000,2
1997,Urban,Minor Arterial,Tennessee,2089,5399,7440000000,147
1997,Urban,Minor Arterial,Texas,7017,20079,21800000000,88
1997,Urban,Minor Arterial,Utah,511,1487,2755000000,2
1997,Urban,Minor Arterial,Vermont,150,304,350000000,1
1997,Urban,Minor Arterial,Virginia,2018,4977,6672000000,99
1997,Urban,Minor Arterial,Washington,2143,5100,6684000000,50
1997,Urban,Minor Arterial,West Virginia,418,926,1429000000,12
1997,Urban,Minor Arterial,Wisconsin,2002,4935,4947000000,55
1997,Urban,Minor Arterial,Wyoming,151,352,253000000,2
1997,Urban,Collector,Alabama,2159,4561,2538000000,45
1997,Urban,Collector,Alaska,229,469,215000000,2
1997,Urban,Collector,Arizona,1749,4221,2984000000,48
1997,Urban,Collector,Arkansas,942,1960,777000000,3
1997,Urban,Collector,California,10027,22091,14244000000,113
1997,Urban,Collector,Colorado,1319,2901,1748000000,25
1997,Urban,Collector,Connecticut,1189,2440,1605000000,23
1997,Urban,Collector,Delaware,223,484,477000000,4
1997,Urban,Collector,District of Columbia,157,340,288000000,0
1997,Urban,Collector,Florida,5852,13151,11982000000,69
1997,Urban,Collector,Georgia,2113,4508,4788000000,61
1997,Urban,Collector,Hawaii,338,713,837000000,12
1997,Urban,Collector,Idaho,534,1083,521000000,4
1997,Urban,Collector,Illinois,3783,8248,8325000000,53
1997,Urban,Collector,Indiana,2202,4490,2174000000,31
1997,Urban,Collector,Iowa,942,2174,821000000,9
1997,Urban,Collector,Kansas,1013,2104,893000000,10
1997,Urban,Collector,Kentucky,1152,2347,1857000000,4
1997,Urban,Collector,Louisiana,1305,2024,1096000000,24
1997,Urban,Collector,Maine,485,987,646000000,5
1997,Urban,Collector,Maryland,1316,3199,2708000000,31
1997,Urban,Collector,Massachusetts,2528,5057,2689000000,31
1997,Urban,Collector,Michigan,2533,6021,3871000000,54
1997,Urban,Collector,Minnesota,1525,3452,1973000000,18
1997,Urban,Collector,Mississippi,980,2074,1073000000,0
1997,Urban,Collector,Missouri,1610,3264,1984000000,22
1997,Urban,Collector,Montana,296,597,200000000,1
1997,Urban,Collector,Nebraska,412,864,587000000,1
1997,Urban,Collector,Nevada,746,1755,1469000000,31
1997,Urban,Collector,New Hampshire,281,565,400000000,3
1997,Urban,Collector,New Jersey,2164,4346,3643000000,55
1997,Urban,Collector,New Mexico,455,1001,739000000,8
1997,Urban,Collector,New York,4048,8849,9286000000,36
1997,Urban,Collector,North Carolina,1664,3514,2262000000,21
1997,Urban,Collector,North Dakota,225,452,194000000,0
1997,Urban,Collector,Ohio,3528,7150,4699000000,78
1997,Urban,Collector,Oklahoma,983,2068,1192000000,10
1997,Urban,Collector,Oregon,1251,2539,1533000000,23
1997,Urban,Collector,Pennsylvania,3744,7578,6250000000,47
1997,Urban,Collector,Rhode Island,515,1020,419000000,4
1997,Urban,Collector,South Carolina,1465,3086,1854000000,6
1997,Urban,Collector,South Dakota,199,414,194000000,2
1997,Urban,Collector,Tennessee,1639,3464,2310000000,47
1997,Urban,Collector,Texas,9086,20194,11472000000,16
1997,Urban,Collector,Utah,549,1230,1233000000,0
1997,Urban,Collector,Vermont,211,425,213000000,4
1997,Urban,Collector,Virginia,1928,4110,1980000000,30
1997,Urban,Collector,Washington,2037,4288,2958000000,26
1997,Urban,Collector,West Virginia,444,906,415000000,2
1997,Urban,Collector,Wisconsin,1501,3111,1165000000,10
1997,Urban,Collector,Wyoming,473,961,365000000,1
1997,Urban,Local,Alabama,14671,29342,6191000000,59
1997,Urban,Local,Alaska,1250,2500,233000000,7
1997,Urban,Local,Arizona,12974,25948,3339000000,46
1997,Urban,Local,Arkansas,7035,14070,794000000,47
1997,Urban,Local,California,54657,109314,17037000000,164
1997,Urban,Local,Colorado,9856,19712,2251000000,22
1997,Urban,Local,Connecticut,8002,16004,2025000000,34
1997,Urban,Local,Delaware,1414,2828,856000000,4
1997,Urban,Local,District of Columbia,985,1970,529000000,55
1997,Urban,Local,Florida,35847,71694,19399000000,304
1997,Urban,Local,Georgia,19854,39708,8830000000,114
1997,Urban,Local,Hawaii,1191,2382,810000000,6
1997,Urban,Local,Idaho,2418,4836,625000000,6
1997,Urban,Local,Illinois,24869,49738,7889000000,256
1997,Urban,Local,Indiana,13156,26312,5323000000,52
1997,Urban,Local,Iowa,6257,12514,1657000000,19
1997,Urban,Local,Kansas,6860,13720,2102000000,23
1997,Urban,Local,Kentucky,7751,15502,2036000000,46
1997,Urban,Local,Louisiana,9834,19668,392000000,51
1997,Urban,Local,Maine,1615,3230,285000000,2
1997,Urban,Local,Maryland,10296,20592,2189000000,43
1997,Urban,Local,Massachusetts,15110,30220,5992000000,58
1997,Urban,Local,Michigan,21001,42002,6154000000,87
1997,Urban,Local,Minnesota,10981,21962,2977000000,15
1997,Urban,Local,Mississippi,5466,10932,1927000000,5
1997,Urban,Local,Missouri,11265,22530,7757000000,38
1997,Urban,Local,Montana,1713,3426,426000000,3
1997,Urban,Local,Nebraska,3701,7402,787000000,11
1997,Urban,Local,Nevada,3640,7280,1008000000,17
1997,Urban,Local,New Hampshire,1948,3896,388000000,5
1997,Urban,Local,New Jersey,17071,34142,7633000000,72
1997,Urban,Local,New Mexico,4728,9456,1423000000,18
1997,Urban,Local,New York,27654,55308,10574000000,110
1997,Urban,Local,North Carolina,16730,33460,11141000000,206
1997,Urban,Local,North Dakota,1133,2266,304000000,7
1997,Urban,Local,Ohio,22892,45784,11350000000,90
1997,Urban,Local,Oklahoma,9030,18060,4276000000,18
1997,Urban,Local,Oregon,7509,15018,2380000000,7
1997,Urban,Local,Pennsylvania,23385,46770,6178000000,179
1997,Urban,Local,Rhode Island,3369,6738,598000000,5
1997,Urban,Local,South Carolina,7200,14400,945000000,22
1997,Urban,Local,South Dakota,1288,2576,202000000,2
1997,Urban,Local,Tennessee,11834,23668,4348000000,55
1997,Urban,Local,Texas,59100,118200,21383000000,504
1997,Urban,Local,Utah,5411,10822,2275000000,50
1997,Urban,Local,Vermont,846,1692,453000000,1
1997,Urban,Local,Virginia,12969,25938,6420000000,46
1997,Urban,Local,Washington,11800,23600,3804000000,39
1997,Urban,Local,West Virginia,2013,4026,466000000,7
1997,Urban,Local,Wisconsin,11070,22140,5939000000,23
1997,Urban,Local,Wyoming,1324,2648,450000000,4
1997,Unknown,Unknown,Alabama,,,,2
1997,Unknown,Unknown,Alaska,,,,0
1997,Unknown,Unknown,Arizona,,,,21
1997,Unknown,Unknown,Arkansas,,,,0
1997,Unknown,Unknown,California,,,,2
1997,Unknown,Unknown,Colorado,,,,0
1997,Unknown,Unknown,Connecticut,,,,0
1997,Unknown,Unknown,Delaware,,,,0
1997,Unknown,Unknown,District of Columbia,,,,1
1997,Unknown,Unknown,Florida,,,,266
1997,Unknown,Unknown,Georgia,,,,7
1997,Unknown,Unknown,Hawaii,,,,0
1997,Unknown,Unknown,Idaho,,,,0
1997,Unknown,Unknown,Illinois,,,,0
1997,Unknown,Unknown,Indiana,,,,2
1997,Unknown,Unknown,Iowa,,,,0
1997,Unknown,Unknown,Kansas,,,,0
1997,Unknown,Unknown,Kentucky,,,,0
1997,Unknown,Unknown,Louisiana,,,,3
1997,Unknown,Unknown,Maine,,,,4
1997,Unknown,Unknown,Maryland,,,,62
1997,Unknown,Unknown,Massachusetts,,,,0
1997,Unknown,Unknown,Michigan,,,,1
1997,Unknown,Unknown,Minnesota,,,,0
1997,Unknown,Unknown,Mississippi,,,,1
1997,Unknown,Unknown,Missouri,,,,4
1997,Unknown,Unknown,Montana,,,,0
1997,Unknown,Unknown,Nebraska,,,,0
1997,Unknown,Unknown,Nevada,,,,0
1997,Unknown,Unknown,New Hampshire,,,,1
1997,Unknown,Unknown,New Jersey,,,,3
1997,Unknown,Unknown,New Mexico,,,,0
1997,Unknown,Unknown,New York,,,,1
1997,Unknown,Unknown,North Carolina,,,,0
1997,Unknown,Unknown,North Dakota,,,,0
1997,Unknown,Unknown,Ohio,,,,1
1997,Unknown,Unknown,Oklahoma,,,,0
1997,Unknown,Unknown,Oregon,,,,0
1997,Unknown,Unknown,Pennsylvania,,,,4
1997,Unknown,Unknown,Rhode Island,,,,0
1997,Unknown,Unknown,South Carolina,,,,46
1997,Unknown,Unknown,South Dakota,,,,0
1997,Unknown,Unknown,Tennessee,,,,0
1997,Unknown,Unknown,Virginia,,,,4
1997,Unknown,Unknown,Washington,,,,0
1997,Unknown,Unknown,West Virginia,,,,0
1997,Unknown,Unknown,Wisconsin,,,,7
1997,Unknown,Unknown,Wyoming,,,,1
1998,Rural,Interstate,Alabama,601,2417,5777000000,76
1998,Rural,Interstate,Alaska,1030,2130,811000000,20
1998,Rural,Interstate,Arizona,996,3990,6411000000,167
1998,Rural,Interstate,Arkansas,393,1574,3624000000,60
1998,Rural,Interstate,California,1357,6249,14590000000,218
1998,Rural,Interstate,Colorado,768,3172,4868000000,84
1998,Rural,Interstate,Connecticut,101,451,1658000000,5
1998,Rural,Interstate,Delaware,0,0,0,0
1998,Rural,Interstate,District of Columbia,0,0,0,0
1998,Rural,Interstate,Florida,954,4132,11159000000,168
1998,Rural,Interstate,Georgia,807,3616,10125000000,107
1998,Rural,Interstate,Hawaii,6,25,80000000,1
1998,Rural,Interstate,Idaho,526,2106,2008000000,57
1998,Rural,Interstate,Illinois,1518,6125,9921000000,88
1998,Rural,Interstate,Indiana,853,3483,8252000000,68
1998,Rural,Interstate,Iowa,635,2567,4301000000,30
1998,Rural,Interstate,Kansas,698,2792,3185000000,15
1998,Rural,Interstate,Kentucky,536,2225,5933000000,53
1998,Rural,Interstate,Louisiana,612,2460,5338000000,99
1998,Rural,Interstate,Maine,313,1276,2015000000,14
1998,Rural,Interstate,Maryland,229,1135,3737000000,21
1998,Rural,Interstate,Massachusetts,162,772,2450000000,8
1998,Rural,Interstate,Michigan,741,3171,6979000000,54
1998,Rural,Interstate,Minnesota,681,2757,4096000000,35
1998,Rural,Interstate,Mississippi,557,2244,3959000000,109
1998,Rural,Interstate,Missouri,806,3236,6669000000,124
1998,Rural,Interstate,Montana,1134,4537,2182000000,33
1998,Rural,Interstate,Nebraska,437,1747,2572000000,35
1998,Rural,Interstate,Nevada,480,1920,1838000000,69
1998,Rural,Interstate,New Hampshire,176,762,1597000000,9
1998,Rural,Interstate,New Jersey,119,652,2526000000,11
1998,Rural,Interstate,New Mexico,892,3595,4397000000,123
1998,Rural,Interstate,New York,797,3274,6424000000,55
1998,Rural,Interstate,North Carolina,635,2633,7867000000,63
1998,Rural,Interstate,North Dakota,531,2122,1235000000,7
1998,Rural,Interstate,Ohio,830,3380,9781000000,46
1998,Rural,Interstate,Oklahoma,721,2884,4682000000,73
1998,Rural,Interstate,Oregon,581,2369,4103000000,43
1998,Rural,Interstate,Pennsylvania,1201,4838,10535000000,82
1998,Rural,Interstate,Rhode Island,21,85,358000000,4
1998,Rural,Interstate,South Carolina,671,2735,7780000000,99
1998,Rural,Interstate,South Dakota,629,2520,1852000000,9
1998,Rural,Interstate,Tennessee,734,2988,8643000000,121
1998,Rural,Interstate,Texas,2215,9029,15185000000,227
1998,Rural,Interstate,Utah,771,3125,3156000000,78
1998,Rural,Interstate,Vermont,280,1121,1169000000,19
1998,Rural,Interstate,Virginia,717,3027,9377000000,77
1998,Rural,Interstate,Washington,501,2214,4424000000,44
1998,Rural,Interstate,West Virginia,455,1852,3627000000,37
1998,Rural,Interstate,Wisconsin,574,2391,6082000000,24
1998,Rural,Interstate,Wyoming,826,3306,2182000000,36
1998,Rural,Other Principal Arterial,Alabama,2075,5582,5821000000,142
1998,Rural,Other Principal Arterial,Alaska,809,1637,329000000,7
1998,Rural,Other Principal Arterial,Arizona,1186,2789,2400000000,96
1998,Rural,Other Principal Arterial,Arkansas,2231,5216,4772000000,119
1998,Rural,Other Principal Arterial,California,3688,10059,16004000000,292
1998,Rural,Other Principal Arterial,Colorado,2200,5172,3950000000,93
1998,Rural,Other Principal Arterial,Connecticut,262,703,1493000000,23
1998,Rural,Other Principal Arterial,Delaware,219,779,1674000000,23
1998,Rural,Other Principal Arterial,District of Columbia,0,0,0,0
1998,Rural,Other Principal Arterial,Florida,3718,10080,12581000000,363
1998,Rural,Other Principal Arterial,Georgia,2790,7685,7105000000,187
1998,Rural,Other Principal Arterial,Hawaii,125,261,666000000,15
1998,Rural,Other Principal Arterial,Idaho,1673,3712,1848000000,63
1998,Rural,Other Principal Arterial,Illinois,2631,5775,4974000000,81
1998,Rural,Other Principal Arterial,Indiana,1708,4651,6108000000,136
1998,Rural,Other Principal Arterial,Iowa,3428,8046,5201000000,110
1998,Rural,Other Principal Arterial,Kansas,3171,7111,4361000000,128
1998,Rural,Other Principal Arterial,Kentucky,2048,5981,6031000000,121
1998,Rural,Other Principal Arterial,Louisiana,1236,3195,3412000000,81
1998,Rural,Other Principal Arterial,Maine,787,1603,1822000000,27
1998,Rural,Other Principal Arterial,Maryland,547,1846,3784000000,70
1998,Rural,Other Principal Arterial,Massachusetts,312,860,1995000000,27
1998,Rural,Other Principal Arterial,Michigan,2762,6745,8235000000,127
1998,Rural,Other Principal Arterial,Minnesota,3576,8849,6556000000,117
1998,Rural,Other Principal Arterial,Mississippi,1851,5602,5179000000,189
1998,Rural,Other Principal Arterial,Missouri,3100,7437,8132000000,245
1998,Rural,Other Principal Arterial,Montana,2623,5450,2017000000,69
1998,Rural,Other Principal Arterial,Nebraska,2716,6034,2960000000,72
1998,Rural,Other Principal Arterial,Nevada,1389,2994,1380000000,65
1998,Rural,Other Principal Arterial,New Hampshire,457,1022,1695000000,33
1998,Rural,Other Principal Arterial,New Jersey,532,1588,4277000000,54
1998,Rural,Other Principal Arterial,New Mexico,1799,4501,2618000000,68
1998,Rural,Other Principal Arterial,New York,1998,5222,5369000000,133
1998,Rural,Other Principal Arterial,North Carolina,2234,6543,8964000000,221
1998,Rural,Other Principal Arterial,North Dakota,2930,6586,1623000000,17
1998,Rural,Other Principal Arterial,Ohio,2225,6460,7768000000,141
1998,Rural,Other Principal Arterial,Oklahoma,2366,6523,4600000000,103
1998,Rural,Other Principal Arterial,Oregon,2833,6352,4830000000,149
1998,Rural,Other Principal Arterial,Pennsylvania,2494,6572,9086000000,178
1998,Rural,Other Principal Arterial,Rhode Island,67,173,224000000,4
1998,Rural,Other Principal Arterial,South Carolina,1454,4096,4443000000,150
1998,Rural,Other Principal Arterial,South Dakota,2540,5492,1628000000,48
1998,Rural,Other Principal Arterial,Tennessee,1818,5041,5298000000,111
1998,Rural,Other Principal Arterial,Texas,6861,20395,18035000000,409
1998,Rural,Other Principal Arterial,Utah,1008,2298,1598000000,21
1998,Rural,Other Principal Arterial,Vermont,317,723,760000000,11
1998,Rural,Other Principal Arterial,Virginia,1555,5804,6711000000,96
1998,Rural,Other Principal Arterial,Washington,2080,4852,4258000000,93
1998,Rural,Other Principal Arterial,West Virginia,1081,2744,2792000000,36
1998,Rural,Other Principal Arterial,Wisconsin,3361,8218,8841000000,167
1998,Rural,Other Principal Arterial,Wyoming,1987,3998,1496000000,47
1998,Rural,Minor Arterial,Alabama,3694,7725,4473000000,125
1998,Rural,Minor Arterial,Alaska,437,874,132000000,3
1998,Rural,Minor Arterial,Arizona,1257,2775,1959000000,62
1998,Rural,Minor Arterial,Arkansas,2949,5946,3147000000,101
1998,Rural,Minor Arterial,California,6901,14284,9420000000,306
1998,Rural,Minor Arterial,Colorado,3681,7502,2812000000,99
1998,Urban,Local,Alaska,1269,2538,242000000,2
1998,Rural,Minor Arterial,Connecticut,498,1026,1257000000,30
1998,Rural,Minor Arterial,Delaware,106,257,345000000,9
1998,Rural,Minor Arterial,District of Columbia,0,0,0,0
1998,Rural,Minor Arterial,Florida,2582,5355,4163000000,99
1998,Rural,Minor Arterial,Georgia,5602,11790,7711000000,219
1998,Rural,Minor Arterial,Hawaii,375,758,783000000,26
1998,Rural,Minor Arterial,Idaho,1309,2698,952000000,36
1998,Rural,Minor Arterial,Illinois,4831,9901,5489000000,113
1998,Rural,Minor Arterial,Indiana,2235,4783,4789000000,59
1998,Rural,Minor Arterial,Iowa,3956,8104,2777000000,60
1998,Rural,Minor Arterial,Kansas,4293,8727,2425000000,67
1998,Rural,Minor Arterial,Kentucky,1608,3277,2337000000,98
1998,Rural,Minor Arterial,Louisiana,1612,3608,3011000000,76
1998,Rural,Minor Arterial,Maine,1071,2158,1751000000,29
1998,Rural,Minor Arterial,Maryland,953,2008,2641000000,54
1998,Rural,Minor Arterial,Massachusetts,671,1380,1435000000,20
1998,Rural,Minor Arterial,Michigan,4082,8477,6626000000,156
1998,Rural,Minor Arterial,Minnesota,6284,12742,5011000000,99
1998,Rural,Minor Arterial,Mississippi,3917,8121,3787000000,4
1998,Rural,Minor Arterial,Missouri,3447,6933,3629000000,96
1998,Rural,Minor Arterial,Montana,2985,6035,943000000,40
1998,Rural,Minor Arterial,Nebraska,4200,8461,2379000000,44
1998,Rural,Minor Arterial,Nevada,725,1534,489000000,16
1998,Rural,Minor Arterial,New Hampshire,486,992,1131000000,15
1998,Rural,Minor Arterial,New Jersey,490,1132,1745000000,30
1998,Rural,Minor Arterial,New Mexico,1867,3955,1466000000,33
1998,Rural,Minor Arterial,New York,4126,8566,5917000000,140
1998,Rural,Minor Arterial,North Carolina,3002,6524,6450000000,86
1998,Rural,Minor Arterial,North Dakota,2513,5026,676000000,12
1998,Rural,Minor Arterial,Ohio,2831,5828,4993000000,112
1998,Rural,Minor Arterial,Oklahoma,2750,5833,2715000000,98
1998,Rural,Minor Arterial,Oregon,2211,4557,2178000000,66
1998,Rural,Minor Arterial,Pennsylvania,5106,10553,8524000000,201
1998,Rural,Minor Arterial,Rhode Island,76,170,150000000,4
1998,Rural,Minor Arterial,South Carolina,3660,8050,6080000000,195
1998,Rural,Minor Arterial,South Dakota,3351,6737,1010000000,33
1998,Rural,Minor Arterial,Tennessee,3411,7216,5520000000,188
1998,Rural,Minor Arterial,Texas,9642,21978,12135000000,413
