Year,RU,F_System,State,Mileage,Lane_Miles,VMT,Fatalities
1986,Rural,Major Collector,Utah,3000,6073,706000000,34
1986,Rural,Major Collector,Vermont,1946,20771,975000000,30
1986,Rural,Major Collector,Virginia,10211,3900,5739000000,213
1986,Rural,Major Collector,Washington,7231,14654,4407000000,109
1986,Rural,Major Collector,West Virginia,6361,26147,3439000000,137
1986,Rural,Major Collector,Wisconsin,12916,12748,3579000000,126
1986,Rural,Major Collector,Wyoming,2519,5056,449000000,20
1986,Rural,Minor Collector,Alabama,7010,14020,1030000000,41
1986,Rural,Minor Collector,Alaska,839,1678,140000000,2
1986,Rural,Minor Collector,Arizona,3642,13226,364000000,7
1986,Rural,Minor Collector,Arkansas,6613,7284,370000000,21
1986,Rural,Minor Collector,California,9891,19782,2398000000,181
1986,Rural,Minor Collector,Colorado,12070,24140,753000000,33
1986,Rural,Minor Collector,Connecticut,1135,2270,450000000,10
1986,Rural,Minor Collector,Delaware,154,0,59000000,3
1986,Rural,Minor Collector,District of Columbia,0,308,0,0
1986,Rural,Minor Collector,Florida,5461,10922,1637000000,104
1986,Rural,Minor Collector,Georgia,7288,14576,783000000,24
1986,Rural,Minor Collector,Hawaii,115,230,109000000,0
1986,Rural,Minor Collector,Idaho,3910,7264,250000000,4
1986,Rural,Minor Collector,Illinois,3632,21120,446000000,25
1986,Rural,Minor Collector,Indiana,10560,32782,1684000000,11
1986,Rural,Minor Collector,Iowa,16391,7820,662000000,30
1986,Rural,Minor Collector,Kansas,9330,18660,270000000,10
1986,Rural,Minor Collector,Kentucky,9317,18634,1728000000,98
1986,Rural,Minor Collector,Louisiana,4298,8596,1322000000,41
1986,Rural,Minor Collector,Maine,2253,3902,605000000,11
1986,Rural,Minor Collector,Maryland,1898,3796,721000000,29
1986,Rural,Minor Collector,Massachusetts,1951,4506,466000000,26
1986,Rural,Minor Collector,Michigan,7517,15034,1416000000,62
1986,Rural,Minor Collector,Minnesota,11875,23750,1015000000,40
1986,Rural,Minor Collector,Mississippi,2941,10800,275000000,13
1986,Rural,Minor Collector,Missouri,5400,5882,361000000,19
1986,Rural,Minor Collector,Montana,9445,18890,309000000,7
1986,Rural,Minor Collector,Nebraska,9249,2484,283000000,10
1986,Rural,Minor Collector,Nevada,2452,18320,134000000,10
1986,Rural,Minor Collector,New Hampshire,1242,2480,333000000,7
1986,Rural,Minor Collector,New Jersey,1240,3886,837000000,26
1986,Rural,Minor Collector,New Mexico,1943,21612,170000000,18
1986,Rural,Minor Collector,New York,10806,14976,4408000000,129
1986,Rural,Minor Collector,North Carolina,9160,18498,3323000000,170
1986,Rural,Minor Collector,North Dakota,7488,4904,184000000,7
1986,Rural,Minor Collector,Ohio,7319,14638,2198000000,68
1986,Rural,Minor Collector,Oklahoma,3155,6310,145000000,0
1986,Rural,Minor Collector,Oregon,7183,14366,707000000,16
1986,Rural,Minor Collector,Pennsylvania,8673,17346,2437000000,87
1986,Rural,Minor Collector,Rhode Island,143,286,51000000,3
1986,Rural,Minor Collector,South Carolina,4015,8030,607000000,43
1986,Rural,Minor Collector,South Dakota,6872,13744,137000000,5
1986,Rural,Minor Collector,Tennessee,10769,21538,1937000000,88
1986,Rural,Minor Collector,Texas,18431,36862,2064000000,61
1986,Rural,Minor Collector,Utah,4340,8680,212000000,15
1986,Rural,Minor Collector,Vermont,1019,4794,131000000,0
1986,Rural,Minor Collector,Virginia,2397,2038,406000000,20
1986,Rural,Minor Collector,Washington,6496,12992,1304000000,49
1986,Rural,Minor Collector,West Virginia,2172,13458,336000000,14
1986,Rural,Minor Collector,Wisconsin,6729,4344,780000000,22
1986,Rural,Minor Collector,Wyoming,7357,14714,376000000,16
1986,Rural,Local,Alabama,48459,96918,3024000000,291
1986,Rural,Local,Alaska,5539,11078,387000000,14
1986,Rural,Local,Arizona,54715,89942,1613000000,157
1986,Rural,Local,Arkansas,44971,109430,1045000000,72
1986,Rural,Local,California,73912,147824,7337000000,262
1986,Rural,Local,Colorado,41375,82750,780000000,27
1986,Rural,Local,Connecticut,6029,12058,865000000,23
1986,Rural,Local,Delaware,2695,0,427000000,22
1986,Rural,Local,District of Columbia,0,5390,0,0
1986,Rural,Local,Florida,49919,99838,3188000000,386
1986,Rural,Local,Georgia,55975,111950,2820000000,88
1986,Rural,Local,Hawaii,1650,3300,484000000,10
1986,Rural,Local,Idaho,57154,153414,1026000000,63
1986,Rural,Local,Illinois,76707,97854,3313000000,94
1986,Rural,Local,Indiana,48927,130410,1861000000,191
1986,Rural,Local,Iowa,65205,114308,1438000000,45
1986,Rural,Local,Kansas,83473,166946,1225000000,62
1986,Rural,Local,Kentucky,41575,83150,1894000000,98
1986,Rural,Local,Louisiana,31169,62338,2037000000,91
1986,Rural,Local,Maine,11885,16118,864000000,29
1986,Rural,Local,Maryland,10425,20850,1098000000,54
1986,Rural,Local,Massachusetts,8059,23770,461000000,57
1986,Rural,Local,Michigan,58866,117732,2411000000,132
1986,Rural,Local,Minnesota,80750,161500,2324000000,84
1986,Rural,Local,Mississippi,43947,147168,2164000000,80
1986,Rural,Local,Missouri,73584,87894,2955000000,79
1986,Rural,Local,Montana,46825,93650,769000000,25
1986,Rural,Local,Nebraska,59201,16998,1173000000,48
1986,Rural,Local,Nevada,34126,102508,268000000,10
1986,Rural,Local,New Hampshire,8499,15126,488000000,26
1986,Rural,Local,New Jersey,7563,75198,843000000,40
1986,Rural,Local,New Mexico,37599,97034,764000000,49
1986,Rural,Local,New York,48517,119908,3862000000,137
1986,Rural,Local,North Carolina,51254,118402,2563000000,280
1986,Rural,Local,North Dakota,59954,68252,722000000,9
1986,Rural,Local,Ohio,57500,115000,6934000000,171
1986,Rural,Local,Oklahoma,68277,136554,1756000000,126
1986,Rural,Local,Oregon,63825,127650,1437000000,35
1986,Rural,Local,Pennsylvania,60946,121892,5421000000,147
1986,Rural,Local,Rhode Island,1098,2196,300000000,4
1986,Rural,Local,South Carolina,35818,71636,1856000000,157
1986,Rural,Local,South Dakota,47073,94146,543000000,17
1986,Rural,Local,Tennessee,47125,94250,1548000000,112
1986,Rural,Local,Texas,142108,284216,4311000000,388
1986,Rural,Local,Utah,34035,68070,498000000,18
1986,Rural,Local,Vermont,8773,66080,423000000,17
1986,Rural,Local,Virginia,33040,17546,2919000000,109
1986,Rural,Local,Washington,46410,92820,502000000,47
1986,Rural,Local,West Virginia,20993,132468,764000000,44
1986,Rural,Local,Wisconsin,66234,41986,2223000000,113
1986,Rural,Local,Wyoming,23302,46604,250000000,9
1986,Urban,Interstate,Alabama,258,1186,2981000000,24
1986,Urban,Interstate,Alaska,48,181,452000000,11
1986,Urban,Interstate,Arizona,117,568,1925000000,27
1986,Urban,Interstate,Arkansas,123,546,1299000000,9
1986,Urban,Interstate,California,973,7090,41482000000,289
1986,Urban,Interstate,Colorado,164,807,3273000000,40
1986,Urban,Interstate,Connecticut,232,1252,5828000000,48
1986,Urban,Interstate,Delaware,41,71,839000000,6
1986,Urban,Interstate,District of Columbia,12,244,420000000,2
1986,Urban,Interstate,Florida,417,2156,8396000000,93
1986,Urban,Interstate,Georgia,341,1989,8610000000,84
1986,Urban,Interstate,Hawaii,32,200,888000000,3
1986,Urban,Interstate,Idaho,71,2567,411000000,11
1986,Urban,Interstate,Illinois,487,1312,10829000000,91
1986,Urban,Interstate,Indiana,267,585,3843000000,33
1986,Urban,Interstate,Iowa,131,283,1075000000,8
1986,Urban,Interstate,Kansas,164,761,1662000000,20
1986,Urban,Interstate,Kentucky,163,783,2627000000,32
1986,Urban,Interstate,Louisiana,179,896,3436000000,28
1986,Urban,Interstate,Maine,39,2265,305000000,8
1986,Urban,Interstate,Maryland,224,1378,6927000000,54
1986,Urban,Interstate,Massachusetts,390,157,8722000000,41
1986,Urban,Interstate,Michigan,431,2341,9068000000,71
1986,Urban,Interstate,Minnesota,201,1013,3827000000,25
1986,Urban,Interstate,Mississippi,122,1685,1098000000,18
1986,Urban,Interstate,Missouri,324,514,6415000000,65
1986,Urban,Interstate,Montana,46,185,142000000,1
1986,Urban,Interstate,Nebraska,37,197,579000000,8
1986,Urban,Interstate,Nevada,42,870,633000000,10
1986,Urban,Interstate,New Hampshire,42,1731,540000000,8
1986,Urban,Interstate,New Jersey,260,387,7794000000,59
1986,Urban,Interstate,New Mexico,88,3309,846000000,19
1986,Urban,Interstate,New York,639,167,11969000000,104
1986,Urban,Interstate,North Carolina,201,172,2572000000,45
1986,Urban,Interstate,North Dakota,42,206,149000000,2
1986,Urban,Interstate,Ohio,690,3508,12342000000,100
1986,Urban,Interstate,Oklahoma,203,961,2720000000,43
1986,Urban,Interstate,Oregon,132,626,2252000000,18
1986,Urban,Interstate,Pennsylvania,360,1628,5739000000,42
1986,Urban,Interstate,Rhode Island,49,302,829000000,13
1986,Urban,Interstate,South Carolina,115,518,1532000000,18
1986,Urban,Interstate,South Dakota,42,169,170000000,0
1986,Urban,Interstate,Tennessee,269,1266,4243000000,60
1986,Urban,Interstate,Texas,925,5061,22419000000,341
1986,Urban,Interstate,Utah,132,734,2025000000,18
1986,Urban,Interstate,Vermont,20,1521,118000000,1
1986,Urban,Interstate,Virginia,288,81,6602000000,45
1986,Urban,Interstate,Washington,241,1346,6213000000,29
1986,Urban,Interstate,West Virginia,90,549,788000000,10
1986,Urban,Interstate,Wisconsin,112,375,2018000000,2
1986,Urban,Interstate,Wyoming,50,199,145000000,9
1986,Urban,Other Freeway and Expressway,Alabama,0,0,0,0
1986,Urban,Other Freeway and Expressway,Alaska,10,42,74000000,0
1986,Urban,Other Freeway and Expressway,Arizona,21,362,346000000,5
1986,Urban,Other Freeway and Expressway,Arkansas,97,41,443000000,9
1986,Urban,Other Freeway and Expressway,California,1216,6594,32275000000,321
1986,Urban,Other Freeway and Expressway,Colorado,136,544,1431000000,29
1986,Urban,Other Freeway and Expressway,Connecticut,188,762,2161000000,25
1986,Urban,Other Freeway and Expressway,Delaware,0,108,0,0
1986,Urban,Other Freeway and Expressway,District of Columbia,23,0,420000000,5
1986,Urban,Other Freeway and Expressway,Florida,266,1130,3493000000,3
1986,Urban,Other Freeway and Expressway,Georgia,145,576,1246000000,16
1986,Urban,Other Freeway and Expressway,Hawaii,57,251,854000000,13
1986,Urban,Other Freeway and Expressway,Idaho,0,442,0,0
1986,Urban,Other Freeway and Expressway,Illinois,103,430,1115000000,5
1986,Urban,Other Freeway and Expressway,Indiana,110,0,672000000,8
1986,Urban,Other Freeway and Expressway,Iowa,0,0,0,0
1986,Urban,Other Freeway and Expressway,Kansas,90,358,572000000,8
1986,Urban,Other Freeway and Expressway,Kentucky,95,371,514000000,5
1986,Urban,Other Freeway and Expressway,Louisiana,62,256,585000000,4
1986,Urban,Other Freeway and Expressway,Maine,31,1136,170000000,2
1986,Urban,Other Freeway and Expressway,Maryland,176,730,2355000000,29
1986,Urban,Other Freeway and Expressway,Massachusetts,278,118,4151000000,24
1986,Urban,Other Freeway and Expressway,Michigan,218,967,3122000000,19
1986,Urban,Other Freeway and Expressway,Minnesota,122,522,1755000000,7
1986,Urban,Other Freeway and Expressway,Mississippi,33,959,91000000,3
1986,Urban,Other Freeway and Expressway,Missouri,240,121,2240000000,41
1986,Urban,Other Freeway and Expressway,Montana,0,0,0,0
1986,Urban,Other Freeway and Expressway,Nebraska,6,129,57000000,1
1986,Urban,Other Freeway and Expressway,Nevada,25,826,247000000,1
1986,Urban,Other Freeway and Expressway,New Hampshire,34,1238,354000000,4
1986,Urban,Other Freeway and Expressway,New Jersey,263,0,5045000000,61
1986,Urban,Other Freeway and Expressway,New Mexico,0,3303,0,0
1986,Urban,Other Freeway and Expressway,New York,729,0,11064000000,132
1986,Urban,Other Freeway and Expressway,North Carolina,207,24,2214000000,25
1986,Urban,Other Freeway and Expressway,North Dakota,0,110,0,0
1986,Urban,Other Freeway and Expressway,Ohio,339,1410,2774000000,34
1986,Urban,Other Freeway and Expressway,Oklahoma,188,811,1589000000,28
1986,Urban,Other Freeway and Expressway,Oregon,55,218,782000000,5
1986,Urban,Other Freeway and Expressway,Pennsylvania,316,1245,3035000000,36
1986,Urban,Other Freeway and Expressway,Rhode Island,52,223,425000000,2
1986,Urban,Other Freeway and Expressway,South Carolina,37,147,291000000,1
1986,Urban,Other Freeway and Expressway,South Dakota,3,13,14000000,0
1986,Urban,Other Freeway and Expressway,Tennessee,0,0,0,0
1986,Urban,Other Freeway and Expressway,Texas,716,3249,11464000000,172
1986,Urban,Other Freeway and Expressway,Utah,13,52,121000000,2
1986,Urban,Other Freeway and Expressway,Vermont,15,534,50000000,0
1986,Urban,Other Freeway and Expressway,Virginia,153,42,1698000000,31
1986,Urban,Other Freeway and Expressway,Washington,187,721,2169000000,21
1986,Urban,Other Freeway and Expressway,West Virginia,65,725,350000000,10
1986,Urban,Other Freeway and Expressway,Wisconsin,173,203,1641000000,1
1986,Urban,Other Freeway and Expressway,Wyoming,3,11,11000000,3
1986,Urban,Other Principal Arterial,Alabama,1001,3301,5180000000,42
1986,Urban,Other Principal Arterial,Alaska,46,140,349000000,5
1986,Urban,Other Principal Arterial,Arizona,1048,1760,2550000000,117
1986,Urban,Other Principal Arterial,Arkansas,632,1331,2147000000,54
1986,Urban,Other Principal Arterial,California,5821,20242,38876000000,1197
1986,Urban,Other Principal Arterial,Colorado,926,3142,5137000000,90
1986,Urban,Other Principal Arterial,Connecticut,717,1937,3528000000,92
1986,Urban,Other Principal Arterial,Delaware,128,413,1119000000,19
1986,Urban,Other Principal Arterial,District of Columbia,94,436,1059000000,18
1986,Urban,Other Principal Arterial,Florida,1821,7155,15926000000,375
1986,Urban,Other Principal Arterial,Georgia,1405,4308,7597000000,198
1986,Urban,Other Principal Arterial,Hawaii,94,335,787000000,18
1986,Urban,Other Principal Arterial,Idaho,186,6342,766000000,13
1986,Urban,Other Principal Arterial,Illinois,1982,4033,12657000000,318
1986,Urban,Other Principal Arterial,Indiana,1349,2802,6029000000,115
1986,Urban,Other Principal Arterial,Iowa,894,583,2783000000,40
1986,Urban,Other Principal Arterial,Kansas,560,1845,2369000000,28
1986,Urban,Other Principal Arterial,Kentucky,469,1469,2733000000,53
1986,Urban,Other Principal Arterial,Louisiana,939,3061,4231000000,27
1986,Urban,Other Principal Arterial,Maine,212,4378,970000000,17
1986,Urban,Other Principal Arterial,Maryland,888,3243,7256000000,162
1986,Urban,Other Principal Arterial,Massachusetts,1841,492,9623000000,186
1986,Urban,Other Principal Arterial,Michigan,1956,6997,13943000000,303
1986,Urban,Other Principal Arterial,Minnesota,559,1794,2588000000,42
1986,Urban,Other Principal Arterial,Mississippi,621,3231,2362000000,68
1986,Urban,Other Principal Arterial,Missouri,1027,1913,6206000000,137
1986,Urban,Other Principal Arterial,Montana,166,521,620000000,16
1986,Urban,Other Principal Arterial,Nebraska,374,436,1865000000,25
1986,Urban,Other Principal Arterial,Nevada,198,5217,1482000000,28
1986,Urban,Other Principal Arterial,New Hampshire,191,4318,822000000,14
1986,Urban,Other Principal Arterial,New Jersey,1330,1416,10446000000,291
1986,Urban,Other Principal Arterial,New Mexico,391,7834,2105000000,59
1986,Urban,Other Principal Arterial,New York,2430,435,15512000000,465
1986,Urban,Other Principal Arterial,North Carolina,1646,1207,9066000000,160
1986,Urban,Other Principal Arterial,North Dakota,147,786,493000000,10
1986,Urban,Other Principal Arterial,Ohio,2058,6201,8825000000,176
1986,Urban,Other Principal Arterial,Oklahoma,753,2475,3048000000,44
1986,Urban,Other Principal Arterial,Oregon,556,1636,2985000000,47
1986,Urban,Other Principal Arterial,Pennsylvania,2881,8137,16792000000,389
1986,Urban,Other Principal Arterial,Rhode Island,223,704,1616000000,35
1986,Urban,Other Principal Arterial,South Carolina,684,2435,4149000000,69
1986,Urban,Other Principal Arterial,South Dakota,162,509,522000000,3
1986,Urban,Other Principal Arterial,Tennessee,1276,4424,7756000000,209
1986,Urban,Other Principal Arterial,Texas,3719,13562,19608000000,372
1986,Urban,Other Principal Arterial,Utah,249,862,1459000000,31
1986,Urban,Other Principal Arterial,Vermont,91,3238,360000000,8
1986,Urban,Other Principal Arterial,Virginia,973,214,6816000000,117
1986,Urban,Other Principal Arterial,Washington,1216,3674,6410000000,93
1986,Urban,Other Principal Arterial,West Virginia,198,2992,978000000,19
1986,Urban,Other Principal Arterial,Wisconsin,1027,533,4604000000,63
1986,Urban,Other Principal Arterial,Wyoming,175,575,550000000,6
1986,Urban,Minor Arterial,Alabama,1588,3842,3384000000,51
1986,Urban,Minor Arterial,Alaska,59,159,281000000,6
1986,Urban,Minor Arterial,Arizona,1599,2127,3201000000,224
1986,Urban,Minor Arterial,Arkansas,987,2654,1248000000,40
1986,Urban,Minor Arterial,California,8061,21211,22685000000,780
1986,Urban,Minor Arterial,Colorado,1137,2760,2109000000,53
1986,Urban,Minor Arterial,Connecticut,950,2229,2728000000,59
1986,Urban,Minor Arterial,Delaware,131,418,435000000,12
1986,Urban,Minor Arterial,District of Columbia,156,337,766000000,10
1986,Urban,Minor Arterial,Florida,2409,7458,12575000000,179
1986,Urban,Minor Arterial,Georgia,2073,5354,6321000000,198
1986,Urban,Minor Arterial,Hawaii,115,334,591000000,14
1986,Urban,Minor Arterial,Idaho,356,9779,712000000,13
1986,Urban,Minor Arterial,Illinois,3498,5062,13282000000,258
1986,Urban,Minor Arterial,Indiana,2255,3075,4626000000,109
1986,Urban,Minor Arterial,Iowa,1269,807,1787000000,22
1986,Urban,Minor Arterial,Kansas,988,2462,2001000000,38
1986,Urban,Minor Arterial,Kentucky,999,2295,3299000000,54
1986,Urban,Minor Arterial,Louisiana,1098,3046,3166000000,149
1986,Urban,Minor Arterial,Maine,301,4993,706000000,7
1986,Urban,Minor Arterial,Maryland,927,2304,3429000000,79
1986,Urban,Minor Arterial,Massachusetts,2419,613,5449000000,130
1986,Urban,Minor Arterial,Michigan,3893,10021,11326000000,262
1986,Urban,Minor Arterial,Minnesota,1455,3802,4604000000,39
1986,Urban,Minor Arterial,Mississippi,673,4007,1075000000,25
1986,Urban,Minor Arterial,Missouri,1610,1532,3974000000,72
1986,Urban,Minor Arterial,Montana,209,441,332000000,8
1986,Urban,Minor Arterial,Nebraska,531,731,1158000000,22
1986,Urban,Minor Arterial,Nevada,325,4817,1109000000,37
1986,Urban,Minor Arterial,New Hampshire,349,6097,799000000,13
1986,Urban,Minor Arterial,New Jersey,2861,854,8513000000,224
1986,Urban,Minor Arterial,New Mexico,313,11107,834000000,34
1986,Urban,Minor Arterial,New York,4141,528,15986000000,360
1986,Urban,Minor Arterial,North Carolina,2146,1213,5543000000,87
1986,Urban,Minor Arterial,North Dakota,247,926,365000000,3
1986,Urban,Minor Arterial,Ohio,2808,7412,6144000000,190
1986,Urban,Minor Arterial,Oklahoma,1895,4659,3671000000,44
1986,Urban,Minor Arterial,Oregon,925,2171,2138000000,86
1986,Urban,Minor Arterial,Pennsylvania,2776,6156,7569000000,140
1986,Urban,Minor Arterial,Rhode Island,453,1071,346000000,24
1986,Urban,Minor Arterial,South Carolina,889,2321,2635000000,76
1986,Urban,Minor Arterial,South Dakota,235,494,289000000,3
1986,Urban,Minor Arterial,Tennessee,933,2532,3166000000,77
1986,Urban,Minor Arterial,Texas,5363,14997,14646000000,239
1986,Urban,Minor Arterial,Utah,414,1158,1665000000,44
1986,Urban,Minor Arterial,Vermont,116,4145,238000000,1
1986,Urban,Minor Arterial,Virginia,1613,243,6158000000,108
1986,Urban,Minor Arterial,Washington,1469,3784,4018000000,79
1986,Urban,Minor Arterial,West Virginia,315,4621,778000000,21
1986,Urban,Minor Arterial,Wisconsin,1924,675,4610000000,62
1986,Urban,Minor Arterial,Wyoming,193,428,258000000,8
1986,Urban,Collector,Alabama,1694,3638,1780000000,105
1986,Urban,Collector,Alaska,209,423,253000000,7
1986,Urban,Collector,Arizona,1094,1997,1499000000,14
1986,Urban,Collector,Arkansas,992,2229,455000000,10
1986,Urban,Collector,California,7407,16114,8808000000,226
1986,Urban,Collector,Colorado,1164,2458,969000000,22
1986,Urban,Collector,Connecticut,1914,4136,2204000000,62
1986,Urban,Collector,Delaware,170,338,313000000,8
1986,Urban,Collector,District of Columbia,150,366,299000000,1
1986,Urban,Collector,Florida,4400,9972,8311000000,0
1986,Urban,Collector,Georgia,1827,4067,2290000000,74
1986,Urban,Collector,Hawaii,182,392,433000000,6
1986,Urban,Collector,Idaho,389,7235,302000000,5
1986,Urban,Collector,Illinois,3270,3962,6183000000,107
1986,Urban,Collector,Indiana,1936,2286,1448000000,40
1986,Urban,Collector,Iowa,1038,788,673000000,8
1986,Urban,Collector,Kansas,779,1614,637000000,8
1986,Urban,Collector,Kentucky,891,1804,1295000000,18
1986,Urban,Collector,Louisiana,1117,2673,1262000000,41
1986,Urban,Collector,Maine,392,5442,360000000,5
1986,Urban,Collector,Maryland,1177,2547,1967000000,55
1986,Urban,Collector,Massachusetts,2724,783,2628000000,83
1986,Urban,Collector,Michigan,2762,6076,3448000000,55
1986,Urban,Collector,Minnesota,1867,4110,2401000000,32
1986,Urban,Collector,Mississippi,751,2858,628000000,16
1986,Urban,Collector,Missouri,1389,1563,1574000000,23
1986,Urban,Collector,Montana,211,424,148000000,3
1986,Urban,Collector,Nebraska,404,688,441000000,2
1986,Urban,Collector,Nevada,431,2712,542000000,12
1986,Urban,Collector,New Hampshire,344,3860,306000000,9
1986,Urban,Collector,New Jersey,1903,550,3114000000,64
1986,Urban,Collector,New Mexico,239,8765,359000000,16
1986,Urban,Collector,New York,3915,465,5032000000,82
1986,Urban,Collector,North Carolina,1342,838,1134000000,26
1986,Urban,Collector,North Dakota,232,1040,188000000,1
1986,Urban,Collector,Ohio,4111,8667,3420000000,121
1986,Urban,Collector,Oklahoma,1203,2613,948000000,18
1986,Urban,Collector,Oregon,1113,2285,1182000000,16
1986,Urban,Collector,Pennsylvania,3150,6403,4293000000,42
1986,Urban,Collector,Rhode Island,446,891,249000000,10
1986,Urban,Collector,South Carolina,1156,2430,1149000000,37
1986,Urban,Collector,South Dakota,151,308,129000000,1
1986,Urban,Collector,Tennessee,1764,3776,2032000000,69
1986,Urban,Collector,Texas,5451,12189,6245000000,50
1986,Urban,Collector,Utah,478,1056,811000000,16
1986,Urban,Collector,Vermont,132,2843,120000000,4
1986,Urban,Collector,Virginia,1337,263,1790000000,37
1986,Urban,Collector,Washington,1709,3575,2086000000,44
1986,Urban,Collector,West Virginia,403,2823,473000000,5
1986,Urban,Collector,Wisconsin,1355,834,1148000000,11
1986,Urban,Collector,Wyoming,288,577,208000000,4
1986,Urban,Local,Alabama,10101,20202,2124000000,172
1986,Urban,Local,Alaska,1347,2694,500000000,4
1986,Urban,Local,Arizona,6347,9572,1334000000,53
1986,Urban,Local,Arkansas,4786,12694,611000000,16
1986,Urban,Local,California,43913,87826,23438000000,297
1986,Urban,Local,Colorado,7387,14774,3224000000,29
1986,Urban,Local,Connecticut,6757,13514,1833000000,37
1986,Urban,Local,Delaware,1072,1334,456000000,2
1986,Urban,Local,District of Columbia,667,2144,323000000,8
1986,Urban,Local,Florida,22668,45336,12265000000,373
1986,Urban,Local,Georgia,14054,28108,4825000000,153
1986,Urban,Local,Hawaii,902,1804,1264000000,7
1986,Urban,Local,Idaho,1382,43510,146000000,4
1986,Urban,Local,Illinois,21755,23224,6784000000,143
1986,Urban,Local,Indiana,11612,10586,3178000000,72
1986,Urban,Local,Iowa,5293,2764,1113000000,16
1986,Urban,Local,Kansas,6135,12270,1481000000,13
1986,Urban,Local,Kentucky,4916,9832,1740000000,26
1986,Urban,Local,Louisiana,8814,17628,892000000,25
1986,Urban,Local,Maine,1435,25894,207000000,16
1986,Urban,Local,Maryland,8314,16628,1698000000,36
1986,Urban,Local,Massachusetts,12947,2870,2808000000,121
1986,Urban,Local,Michigan,17675,35350,3545000000,94
1986,Urban,Local,Minnesota,9758,19516,2553000000,24
1986,Urban,Local,Mississippi,4820,20902,1218000000,44
1986,Urban,Local,Missouri,10451,9640,1065000000,50
1986,Urban,Local,Montana,1665,3330,748000000,2
1986,Urban,Local,Nebraska,3586,2790,572000000,14
1986,Urban,Local,Nevada,2220,25010,410000000,11
1986,Urban,Local,New Hampshire,1395,31578,233000000,5
1986,Urban,Local,New Jersey,15789,8358,10136000000,66
1986,Urban,Local,New Mexico,4179,50722,1154000000,21
1986,Urban,Local,New York,25361,2052,7199000000,180
1986,Urban,Local,North Carolina,12505,7172,3325000000,95
1986,Urban,Local,North Dakota,1026,4440,258000000,2
1986,Urban,Local,Ohio,20933,41866,10247000000,233
1986,Urban,Local,Oklahoma,8164,16328,3025000000,58
1986,Urban,Local,Oregon,5709,11418,985000000,25
1986,Urban,Local,Pennsylvania,19585,39170,5399000000,209
1986,Urban,Local,Rhode Island,3154,6308,1019000000,13
1986,Urban,Local,South Carolina,6433,12866,598000000,48
1986,Urban,Local,South Dakota,1132,2264,243000000,5
1986,Urban,Local,Tennessee,10227,20454,3012000000,72
1986,Urban,Local,Texas,57327,114654,22090000000,470
1986,Urban,Local,Utah,4010,8020,1471000000,21
1986,Urban,Local,Vermont,590,19920,231000000,4
1986,Urban,Local,Virginia,9960,1180,4587000000,46
1986,Urban,Local,Washington,10617,21234,758000000,45
1986,Urban,Local,West Virginia,1899,18962,288000000,5
1986,Urban,Local,Wisconsin,9481,3798,4477000000,26
1986,Urban,Local,Wyoming,1078,2156,150000000,3
1987,Urban,Collector,Iowa,1037,782,685000000,12
1987,Urban,Local,Idaho,1386,44218,182000000,6
1987,Rural,Interstate,Alabama,622,2489,3670000000,61
1987,Rural,Interstate,Alaska,1041,2122,665000000,30
1987,Rural,Interstate,Arizona,1044,1689,4633000000,152
1987,Rural,Interstate,Arkansas,419,4181,2226000000,35
1987,Rural,Interstate,California,1416,6580,11825000000,266
1987,Rural,Interstate,Colorado,790,3151,3101000000,62
1987,Rural,Interstate,Connecticut,109,480,1302000000,14
1987,Rural,Interstate,Delaware,0,0,0,0
1987,Rural,Interstate,District of Columbia,0,0,0,0
1987,Rural,Interstate,Florida,966,4024,7071000000,126
1987,Rural,Interstate,Georgia,884,3691,7026000000,63
1987,Rural,Interstate,Hawaii,5,30,73000000,2
1987,Rural,Interstate,Idaho,534,5734,1323000000,32
1987,Rural,Interstate,Illinois,1418,3474,6527000000,69
1987,Rural,Interstate,Indiana,851,2652,5325000000,58
1987,Rural,Interstate,Iowa,653,2049,2787000000,23
1987,Rural,Interstate,Kansas,707,2836,2070000000,30
1987,Rural,Interstate,Kentucky,579,2341,3923000000,36
1987,Rural,Interstate,Louisiana,528,2134,3833000000,79
1987,Rural,Interstate,Maine,313,833,1494000000,9
1987,Rural,Interstate,Maryland,169,817,2464000000,22
1987,Rural,Interstate,Massachusetts,172,1275,2038000000,8
1987,Rural,Interstate,Michigan,766,3260,5167000000,47
1987,Rural,Interstate,Minnesota,688,2781,2341000000,23
1987,Rural,Interstate,Mississippi,563,3364,2246000000,46
1987,Rural,Interstate,Missouri,840,2243,4577000000,61
1987,Rural,Interstate,Montana,1135,4562,1573000000,25
1987,Rural,Interstate,Nebraska,444,778,1616000000,15
1987,Rural,Interstate,Nevada,503,2415,1319000000,39
1987,Rural,Interstate,New Hampshire,180,675,1227000000,17
1987,Rural,Interstate,New Jersey,126,3661,1763000000,13
1987,Rural,Interstate,New Mexico,899,3566,2973000000,119
1987,Rural,Interstate,New York,858,2128,5169000000,54
1987,Rural,Interstate,North Carolina,599,1775,4810000000,63
1987,Rural,Interstate,North Dakota,532,2010,805000000,4
1987,Rural,Interstate,Ohio,847,3436,7193000000,52
1987,Rural,Interstate,Oklahoma,723,2890,3425000000,44
1987,Rural,Interstate,Oregon,584,2387,3023000000,24
1987,Rural,Interstate,Pennsylvania,1147,4582,7083000000,68
1987,Rural,Interstate,Rhode Island,21,84,156000000,4
