"id","pp","psoe","year","dtreat","voters","part"
48,22.4699993133545,59.9799995422363,1996,0,18940,31.5599994659424
49,38.9199981689453,49.0900001525879,1996,0,3538,37.9300003051758
50,17.0200004577637,37.3499984741211,1996,0,9411,33.3400001525879
51,30.3299999237061,58.4300003051758,1996,0,4937,39.4199981689453
52,29.5200004577637,52.9199981689453,1996,0,6630,37.7200012207031
53,28.7099990844727,56.5400009155273,1996,0,526065,34.5499992370605
1,44.2299995422363,37.2700004577637,1993,1,919967,69.7200012207031
2,19.5599994659424,26.0799999237061,1993,1,222152,71.0699996948242
3,40.5,46.1399993896484,1993,1,272536,82.3899993896484
4,43.4700012207031,39.9500007629395,1993,1,962642,81.75
5,37.3400001525879,47.9300003051758,1993,1,349158,75.7699966430664
6,37.3699989318848,39.3199996948242,1993,1,920390,75.4300003051758
7,50.1800003051758,30.4699993133545,1993,1,144127,79.9800033569336
8,35.0800018310547,51.9500007629395,1993,1,502304,81.3000030517578
9,30.0499992370605,36.3699989318848,1993,1,3752461,75.75
10,49.5699996948242,34.189998626709,1993,1,291776,77.7900009155273
11,36.8499984741211,50.810001373291,1993,1,329260,79.1900024414062
12,27.7299995422363,49.9700012207031,1993,1,798522,70.7799987792969
13,37.0299987792969,37.1699981689453,1993,1,420376,78.9800033569336
14,44.8699989318848,39.5900001525879,1993,1,356994,81.120002746582
15,50.9300003051758,40.5800018310547,1993,1,48517,62.1300010681152
16,39.75,49.0099983215332,1993,1,373238,80.8300018310547
17,27.5699996948242,49.2400016784668,1993,1,754452,80.5400009155273
18,49.9599990844727,43.5800018310547,1993,1,167311,82.4300003051758
19,13.0200004577637,28.1499996185303,1993,1,405656,74.4700012207031
20,34.6399993896484,49.4000015258789,1993,1,613409,76.0100021362305
21,48.8199996948242,36.5900001525879,1993,1,119565,80.8899993896484
22,11.539999961853,23.2299995422363,1993,1,559861,66.9000015258789
23,29.1900005340576,55.6300010681152,1993,1,340805,73.2699966430664
24,32.2999992370605,38.0499992370605,1993,1,173325,77.4100036621094
25,46.4099998474121,33.9700012207031,1993,1,571712,72.5599975585938
26,32.4300003051758,52.5900001525879,1993,1,495513,80.9899978637695
27,46.2599983215332,37.5999984741211,1993,1,214084,80
28,38.1100006103516,24.8400001525879,1993,1,596984,70.9700012207031
29,44.1800003051758,40.3499984741211,1993,1,429466,75.620002746582
30,19.7600002288818,27.0900001525879,1993,1,290983,73.0400009155273
31,53.1800003051758,32.2000007629395,1993,1,325674,69.8600006103516
32,43.9199981689453,34.9599990844727,1993,1,3977062,78.9199981689453
33,31.0100002288818,48,1993,1,873777,73.0500030517578
34,44.9199981689453,48.7900009155273,1993,1,40105,66.1399993896484
35,47.2900009155273,38.5900001525879,1993,1,809186,81.5599975585938
36,36.1300010681152,34.8699989318848,1993,1,425387,73.5800018310547
37,49.1199989318848,39.2299995422363,1993,1,328690,66.2699966430664
38,47.6199989318848,38.2999992370605,1993,1,151423,80.5899963378906
39,47.189998626709,34.5699996948242,1993,1,718666,70.9800033569336
40,48.5900001525879,37.3199996948242,1993,1,298746,79.0899963378906
41,29.4200000762939,35.2599983215332,1993,1,586516,66.8300018310547
42,48,32.2900009155273,1993,1,121928,79.3499984741211
43,26,56.0299987792969,1993,1,1233678,78.9700012207031
44,50.7099990844727,36.7999992370605,1993,1,79143,74.5500030517578
45,19.8099994659424,33.0900001525879,1993,1,432555,74.4700012207031
46,38.0699996948242,40.3300018310547,1993,1,143680,75.8300018310547
47,44.4300003051758,44.5999984741211,1993,1,386602,83.4499969482422
48,37.8499984741211,37.1699981689453,1993,1,1681763,81.8099975585938
49,45.3600006103516,36.0800018310547,1993,1,400968,80.5100021362305
50,15.289999961853,24.8700008392334,1993,1,947771,71.0800018310547
51,49.4900016784668,39.5099983215332,1993,1,179528,76.5899963378906
52,32.1599998474121,32.4000015258789,1993,1,686047,78.75
53,34.7599983215332,38.7799987792969,1993,1,31030512,76.4400024414062
1,30.5300006866455,58.3600006103516,1993,0,38883,33.8600006103516
2,28.8199996948242,32.7599983215332,1993,0,1073,37.9300003051758
